id,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement
1355,8.3,2.2,2.3,0.1,1.9,0.117,-1.8,0
1356,25.3,9.6,4.3,1.6,40.2,0.104,0.3,10.9
1357,28.5,8.7,6.9,5.4,52.7,0.13,2.7,23.1
1358,10.8,3.2,1.7,0.7,1.4,0.059,-2.4,-0.1
1359,16,4.9,3.5,0.6,8.7,0.078,-2,-0.1
1360,13.5,4.3,2.4,0.5,-0.1,-0.003,-3.9,-0.5
1361,31.8,17.1,4.9,3.8,50.6,0.117,0.7,14.3
1362,25.9,11.6,4.3,2.7,26,0.077,-0.3,7.1
1363,8,2.9,0.5,0.9,-0.9,-0.088,-8.1,-0.8
1364,12.7,3.5,1,0.8,0.1,0.005,-5.8,-1.2
1365,16.5,6.7,3.1,0.9,16.8,0.088,-1.7,0.6
1366,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2
1367,17.4,6.1,3.6,0.8,3.7,0.091,-0.9,0.5
1368,19.8,5.9,1.6,1.4,6.5,0.059,-2.3,-0.4
1369,3.1,0.9,0.2,0.1,-0.3,-0.272,-16.8,-0.2
1370,15.8,3.6,2.3,1.5,0.3,0.015,-2.7,-0.2
1371,14.2,5.4,4.6,1.4,17.8,0.128,0.9,5
1372,,,,,,,,
1373,5.4,0.9,0.7,0.1,-0.1,-0.127,-9.9,-0.1
1374,4.4,0.9,1,0.2,0.2,0.061,-5.6,-0.2
1375,13.2,2.3,4.3,0.7,1.4,0.122,-3.6,-0.2
1376,5.5,1.3,0.9,0.4,-0.2,-0.032,-7,-0.3
1377,3,0,0.9,0.3,-0.3,-0.597,-25.5,-0.1
1378,,,,,,,,
1379,,,,,,,,
1380,14.3,3.9,2.7,0.5,1.9,0.066,-3.1,-0.4
1381,,,,,,,,
1382,14.5,4.2,3.1,0.7,2.4,0.042,-4,-1.4
1383,12.6,4.4,3.1,0.5,0.5,0.013,-4.8,-1.3
1384,32.8,17.4,4.6,3.9,25.1,0.08,0.9,11
1385,26,10.6,5.1,1.5,36,0.132,1.8,12.5
1386,22.2,8.5,6,1.4,32.1,0.14,-0.6,4
1387,18.9,7.7,5.9,0.9,21.6,0.096,-1.9,0.2
1388,22.4,7.3,6.2,1.1,28.3,0.134,0.9,7.5
1389,22.5,9,2.3,1,9,0.035,-3.1,-3.4
1390,29.2,11.6,3.1,1.7,34.6,0.083,-0.8,6
1391,20.9,9.6,1.8,3.1,12.9,0.06,-1.3,1.7
1392,31.6,19.2,3.5,3.5,40.3,0.104,1.3,15.7
1393,25.3,10.3,4.4,4.4,6.6,0.032,-1.2,1.9
1394,26.8,9.3,8,1.5,56,0.151,0.5,11.3
1395,22,10.1,5.1,2,35.3,0.126,0.9,9.8
1396,17.2,9,2.8,0.5,8.5,0.085,-2,0
1397,32.6,21.8,9.4,4.6,87.5,0.197,6,43.3
1398,12.4,3.2,2.8,0.5,6,0.165,2.3,1.9
1399,26.5,14.2,2.9,4.7,23.4,0.068,-1.2,3.4
1400,19.1,5.5,1.9,2.9,4.4,0.044,-2.4,-0.6
1401,11.7,3,1.5,0.9,0.8,0.036,-3.4,-0.4
1402,21.8,6.1,2.3,1.1,18.5,0.068,-2,-0.1
1403,20.5,7.5,5.7,1.3,30.7,0.12,0.4,7.3
1404,22.3,8.3,6.6,2.4,44.2,0.144,1.3,12.2
1405,21.5,5.5,3.1,1.5,11.9,0.059,-2.1,-0.3
1406,27,13.9,2.8,1.9,25.8,0.078,-0.8,4.8
1407,22.5,7.8,2.5,1.2,18.1,0.089,-0.8,3
1408,22.2,4.5,4,0.9,12.6,0.089,-0.6,2.3
1409,30,12.4,11.7,1.3,86.6,0.227,4,27.8
1410,,,,,,,,
1411,14.5,6.3,2,1.2,1.1,0.022,-3,-0.6
1412,5.9,1.1,0.6,0.5,-0.4,-0.132,-10,-0.3
1413,24,9.1,2.8,1.1,13.7,0.072,-1.6,0.9
1414,16,5.3,1.4,0.5,5,0.086,-1.9,0.1
1415,5.4,2.7,0.9,0.6,0,0.057,-3.4,0
1416,20.4,8.1,1.9,1.9,4.3,0.043,-2.4,-0.5
1417,9.5,2.7,1.5,0.6,-0.2,-0.065,-6.6,-0.2
1418,18.2,6,2,2.4,2.1,0.035,-2.6,-0.4
1419,3.8,1,1.2,0.1,0.2,0.151,0.4,0
1420,18.8,5.5,2.2,2.5,0.9,0.028,-2.6,-0.2
1421,10.1,3.2,2.5,0.3,6.8,0.157,0.5,1.3
1422,6.4,2,1.1,0.4,-0.1,-0.128,-10.8,-0.1
1423,7.3,1.8,1,0.4,0,-0.006,-5.9,-0.2
1424,10.5,4.4,1.1,2.4,0,0.021,-4.4,-0.1
1425,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.6,-0.4
1426,15.5,6.2,3.2,0.9,16.6,0.119,0.2,3.8
1427,,,,,,,,
1428,8.7,3.1,0.7,0.8,0.1,0.011,-4,-0.2
1429,16.2,6,1.6,2.2,10.1,0.077,-1.6,0.6
1430,19.2,6,3.1,1.3,3,0.046,-2.6,-0.5
1431,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.6,-0.1
1432,20.3,6.7,3.3,0.9,16.2,0.097,-1.5,0.9
1433,,,,,,,,
1434,11.5,2.8,1.5,1.8,-0.2,-0.007,-3.5,-0.5
1435,,,,,,,,
1436,,,,,,,,
1437,13.6,5.6,3.8,0.9,5.2,0.089,-2.1,-0.1
1438,9.3,2.3,0.6,1.4,-0.2,-0.032,-6.4,-0.2
1439,,,,,,,,
1440,,,,,,,,
1441,,,,,,,,
1442,,,,,,,,
1443,35,19.3,4.4,2.3,24,0.055,-1.5,2.6
1444,27.5,14.1,5.5,2,13.8,0.078,-0.8,2.5
1445,31.2,26,11.4,3.3,43.7,0.205,5.9,20.4
1446,28.9,13,6.3,2.5,28.8,0.09,-0.1,7.3
1447,18.6,5.7,1.8,2.1,3.1,0.032,-3.3,-1.5
1448,29.8,10.5,3.6,4.5,29.5,0.092,-0.2,7.2
1449,31.2,17.7,9.3,3.6,31.4,0.093,0.4,9.7
1450,19.5,6.7,2,1.5,3.9,0.028,-3,-1.7
1451,16.8,4.9,5.1,0.8,9.2,0.078,-2.4,-0.6
1452,26.8,10.1,4,5.7,15.8,0.057,-0.9,3.7
1453,20.9,9.2,2.3,0.9,19.2,0.084,-1.9,0.4
1454,25.2,11.7,5.9,2,16.4,0.088,-0.8,2.6
1455,31.8,19.8,3.9,3.9,23.7,0.075,0.5,9.5
1456,28.8,15.5,4.1,1.2,19.6,0.099,-0.2,4.2
1457,13.1,4,2.9,0.6,-0.6,-0.019,-5.9,-1.4
1458,23.9,12.2,8.5,2.2,23.3,0.114,0.5,6.1
1459,8.5,2.3,1,0.3,0.8,0.046,-3.4,-0.3
1460,12.6,4.2,1.3,1.9,1.3,0.026,-3.4,-0.8
1461,28.8,11.8,2.5,2.1,20.8,0.074,-1.4,2.1
1462,12.3,4.2,2.6,0.7,1.5,0.054,-2.7,-0.2
1463,10.7,4.4,3.5,0.3,1.3,0.108,-2.6,-0.1
1464,8.2,3.2,0.9,0.6,0.4,0.07,1.7,0.2
1465,24.5,10.4,2.6,1.6,17.4,0.076,-1.2,2.2
1466,17.4,7.1,1.9,2.5,8.1,0.065,-0.7,2
1467,26.8,12.4,10.7,1,52.9,0.201,2,12.8
1468,18,6,2.4,0.5,0.9,0.021,-3.9,-1
1469,28.6,14.2,3.4,3.4,16.2,0.086,0.4,5.5
1470,5.7,2,0.5,0.5,0.1,0.007,-4.3,-0.2
1471,14.1,2.5,2.4,0.3,0.7,0.03,-3.5,-0.4
1472,21,6.7,4.4,2.3,27,0.122,1.7,10
1473,7.8,1.8,1.6,0.5,-0.1,-0.024,-5.6,-0.1
1474,14.1,5.3,2.2,0.6,1.3,0.03,-2.8,-0.4
1475,25.6,11.1,3.2,1.6,20.5,0.093,-0.5,3.9
1476,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.9,-0.8
1477,5.4,2.4,1.4,0.3,0.6,0.202,0.1,0.1
1478,11.5,3.5,2.4,0.5,0.2,0.006,-6.2,-1.8
1479,,,,,,,,
1480,26.4,13,3,5,22.5,0.106,0.3,6
1481,26,11.4,3.9,1.3,28.1,0.093,-0.4,5.7
1482,17.4,5.9,2.6,0.8,7.9,0.071,-1.7,0.4
1483,30.4,19.7,10.4,6.2,79.6,0.239,8.9,44
1484,9.4,2.6,1.4,0.4,-0.1,-0.02,-6.5,-0.3
1485,7.8,2.5,2.5,0.3,0.2,0.118,-0.4,0
1486,15.9,5.2,2.1,1.2,1.1,0.029,-2.9,-0.4
1487,19,7.7,4.6,1,38,0.188,1.3,8
1488,27,15.4,3.3,2.5,21.7,0.064,-0.5,6.2
1489,4.9,2,0.6,0.7,-0.2,-0.068,-5.1,-0.1
1490,10.9,2.3,1.4,1.1,0.1,0.006,-5.7,-0.4
1491,4.6,1.2,1,0.2,-0.1,-0.021,-8.1,-0.3
1492,,,,,,,,
1493,9.1,3.1,2,0.7,1.8,0.075,-3.4,-0.4
1494,,,,,,,,
1495,,,,,,,,
1496,,,,,,,,
1497,15.2,2.9,1.4,2,0.1,0.006,-5.1,-0.8
1498,10.4,2.2,1.6,0.7,-0.3,-0.028,-5.5,-0.4
1499,,,,,,,,
1500,13.8,6.9,1.8,1.4,1.7,0.048,-2.1,0
1501,,,,,,,,
1502,10,3.5,2.8,0.3,0.9,0.071,-3.3,-0.2
1503,34.2,23.2,11.3,3.1,66.1,0.193,4.8,28.3
1504,29.4,17.7,3.5,5.6,14.4,0.055,0.5,8
1505,19.5,10.4,4.7,0.9,7.2,0.071,-2,0
1506,30.8,18.9,7.9,1.6,27.1,0.125,1.7,9.6
1507,18.5,6.9,3.1,1.3,3.2,0.025,-2.8,-1.2
1508,22,8.7,5.9,1.4,23.3,0.121,-0.1,4.4
1509,23.8,10.9,2.9,3.8,-0.2,-0.001,-3.2,-2.2
1510,20.1,6.3,3.1,1.5,6.2,0.035,-2.8,-1.7
1511,21,9.4,4.1,1.6,15.2,0.092,-0.3,3.4
1512,25.8,8.4,5.1,2.5,7.8,0.046,-2.1,-0.2
1513,28.7,12.7,6.7,1.2,32.8,0.127,0.6,8.2
1514,18.3,7.8,4.3,1.1,14.5,0.085,-1,2
1515,33.7,23.5,3.9,4.7,29.9,0.089,0.5,10.2
1516,17.9,7.6,2.2,3.2,8.2,0.079,-0.4,2
1517,25.2,12,4.3,1,17.6,0.07,-1.8,0.5
1518,26.1,12.7,3.9,3.2,24,0.093,0.6,8.2
1519,12,3,1.1,0.5,-0.6,-0.017,-4.7,-1.2
1520,15.4,5.4,3,0.8,5.4,0.083,-1.4,0.5
1521,17.9,6.1,1.9,2.9,8.3,0.08,-1.6,0.5
1522,20.9,7.2,3.2,3,22.8,0.128,2.1,8.9
1523,13.6,5.3,2.6,0.8,4.9,0.072,-1.5,0.4
1524,21.7,11.1,6.6,1.2,21.1,0.103,-0.6,3.5
1525,22.2,9,5.5,1.9,12.9,0.091,-0.7,2.3
1526,18.4,6.2,1.8,3.7,19.3,0.111,0.4,5.1
1527,15.9,5.4,3.5,0.6,3.2,0.053,-4.3,-1.7
1528,,,,,,,,
1529,24.1,8.1,6.5,1.9,24.4,0.123,1,7.3
1530,8.8,3,1,0.4,0.4,0.051,-2,0
1531,9,3.3,1.9,0.3,0.6,0.054,-2.5,-0.1
1532,16.4,4.7,4.8,1.4,20.4,0.163,-0.2,2.7
1533,24.5,10,3.2,2.1,7.3,0.044,-2.4,-0.8
1534,21.5,12.9,5.3,1.4,40.7,0.198,2.9,12.1
1535,7.5,2.4,2,0.3,0.5,0.05,-4.8,-0.3
1536,18.6,3.9,2.5,0.7,-0.2,-0.016,-5.1,-0.6
1537,15.3,7.4,5.9,1.1,14.6,0.15,0.1,2.5
1538,7.5,2.1,1.9,0.1,0.5,0.105,-4.7,-0.2
1539,21.1,9.6,5.8,1.1,26.6,0.161,0.4,4.8
1540,9.4,3.2,0.9,0.8,0.3,0.016,-4.7,-0.6
1541,,,,,,,,
1542,29.8,12,3.1,2.7,23.8,0.088,-0.4,5.2
1543,18.5,5.9,3.3,1.2,18.1,0.112,0,3.9
1544,,,,,,,,
1545,8.5,3.4,1,0.9,0.4,0.016,-4.1,-0.6
1546,20.6,7,2,2.8,3.2,0.051,-2.8,-0.6
1547,,,,,,,,
1548,22.4,11.3,2.6,1.5,19.5,0.099,-0.1,4.4
1549,,,,,,,,
1550,5.2,1.8,1.1,0.3,0.6,0.178,-0.3,0.1
1551,,,,,,,,
1552,,,,,,,,
1553,,,,,,,,
1554,,,,,,,,
1555,,,,,,,,
1556,,,,,,,,
1557,,,,,,,,
1558,4.8,0.8,0.7,0,0,0.069,-5.7,0
1559,,,,,,,,
1560,,,,,,,,
1561,,,,,,,,
1562,,,,,,,,
1563,33.9,15.9,8.1,7.7,30.4,0.156,3.7,13.5
1564,32.8,18.5,5.2,3.8,18.7,0.074,-0.3,5.2
1565,28.7,16.5,4.9,2,24.5,0.102,0.1,6.1
1566,20.1,5.4,3.9,1.3,0.5,0.006,-3.9,-1.9
1567,24.1,8.1,3.3,4.2,3.9,0.031,-2.1,-0.2
1568,29.2,15.9,4.3,2.5,17.1,0.06,0.1,7.3
1569,30.1,16.3,3.6,3.8,20.8,0.096,0.3,6
1570,18.3,7.6,4.7,1,6.5,0.058,-2.4,-0.5
1571,20.2,7.3,6.1,1.4,28.9,0.165,1,6.4
1572,13.8,4.6,2.8,0.6,6.6,0.087,-2.1,-0.1
1573,28.4,14.4,9.2,3.6,34.6,0.141,1.7,11.1
1574,24.2,10.5,3.9,1.7,8.3,0.045,-1.8,0.5
1575,12.2,4.1,3.2,0.7,0.4,0.044,-3.9,-0.2
1576,18.8,7,3.3,1.8,4.5,0.044,-1.9,0.2
1577,15.7,5.4,3.4,0.6,8.1,0.083,-1.8,0.3
1578,6.6,2.3,1.4,0.4,1.1,0.105,-1.9,0
1579,10.3,3.1,1.2,1.4,-0.3,-0.028,-5.3,-0.5
1580,9.5,4.1,2.5,0.6,0.4,0.023,-3.7,-0.3
1581,20.9,10.4,2.5,1.2,10.5,0.071,-0.9,2
1582,27.6,14.6,3.8,4,11.9,0.065,-0.5,3.3
1583,19.2,5.9,3.2,1.8,4.4,0.038,-2.3,-0.4
1584,8.9,2.8,1,0.3,-0.1,-0.009,-6.1,-0.7
1585,13.4,6,3.9,0.6,3.5,0.11,-2.6,-0.2
1586,16,5.9,2,0.9,4.7,0.043,-4,-2.7
1587,5.1,2.2,1.6,0.1,0.1,0.062,-0.6,0
1588,18.7,7.9,2.2,1.3,7.1,0.071,-1.8,0.3
1589,29.5,15.7,6.3,3.1,33.3,0.136,1.8,11.1
1590,17.5,7.2,4.5,1,4.4,0.081,-2.3,-0.2
1591,25.8,12.5,6,4.8,16.4,0.096,1.8,7.8
1592,15.3,5.6,3.4,0.8,9.3,0.146,-0.9,0.8
1593,12.1,4.2,3.2,0.4,3.6,0.131,-2.1,0
1594,19,8.3,6.5,1.1,26.1,0.183,0.6,4.5
1595,11.9,5.2,4.1,0.4,6.3,0.139,-1.4,0.3
1596,20.9,7.5,1.7,4,0.5,0.008,-3.6,-1.1
1597,,,,,,,,
1598,30.2,15.5,4.2,4.8,24.2,0.116,1.1,7.9
1599,12.3,3,2.3,0.7,0.1,0.043,-5.4,-0.1
1600,16.9,3.8,1.6,1.4,4.4,0.062,-2.8,-0.6
1601,,,,,,,,
1602,3.4,1.4,0.9,0,-0.1,-0.211,-20.8,-0.1
1603,5.7,1.2,1.8,0.2,0,-0.005,-8.3,-0.2
1604,20.5,7.2,2.4,2.4,-0.9,-0.025,-5,-1.4
1605,6.6,1.3,1.2,0.1,-0.2,-0.093,-9.6,-0.2
1606,,,,,,,,
1607,5.2,1.8,0.7,0.7,0.2,0.087,-0.5,0.1
1608,7.4,2.2,1.6,0.2,0,-0.001,-6.6,-0.2
1609,12.8,4.8,1.7,0.5,3.8,0.059,-2.3,-0.2
1610,17,4.7,2.6,0.8,0,-0.001,-5.2,-1.4
1611,3.6,0.4,0.3,0.2,-0.1,-0.136,-12.1,-0.1
1612,14.6,6.1,2,0.8,8.1,0.088,-1.1,1
1613,3.3,0,0.7,0,-0.1,-0.473,-25.9,-0.1
1614,5.1,1.7,1.5,0.1,0.3,0.132,-0.1,0
1615,2.9,1.1,1.1,0.2,0,-0.015,-8.8,-0.1
1616,9.1,3.8,1,1.3,-0.4,-0.041,-4.7,-0.4
1617,5.6,2.4,0.8,0.6,0,-0.006,-8.8,0
1618,9.3,2.8,2.1,1.2,0,0,-3.3,-0.1
1619,,,,,,,,
1620,12.8,4.6,1.9,0.5,2.8,0.052,-2.6,-0.4
1621,,,,,,,,
1622,15.3,5.1,2.1,1.1,0.1,0.003,-5.2,-1.4
1623,24.8,10.9,3.2,4.8,3.5,0.052,-2,0
1624,32.5,11.9,5.7,6.2,11.4,0.067,1,6.3
1625,33.4,20.9,6.6,3,35.1,0.138,2.8,14.8
1626,23.1,11.3,4,1.8,-1.7,-0.012,-3.8,-3.1
1627,32.1,19.1,3.5,6.2,15.7,0.073,0.1,5.4
1628,25.8,9.3,5.4,1.1,6.7,0.091,0.2,2
1629,29.7,15.4,6.8,1.3,16.6,0.095,-0.1,4
1630,17.9,5.2,1.8,2.3,0.6,0.006,-4.1,-2.5
1631,23.9,10.7,2.9,4.2,-0.6,-0.005,-2.3,-0.4
1632,17.5,6,4.2,1.1,5.1,0.077,-2.2,-0.2
1633,20.4,10.3,2.3,2,5.6,0.043,-1.9,0.1
1634,23.5,10,2.9,2,14.2,0.098,-0.3,3
1635,33.7,23.9,4.2,4.5,29,0.12,2.4,13.1
1636,28.2,13.5,8.3,3.5,35.4,0.176,3,12.1
1637,18.7,6.5,2.5,1.1,5.3,0.053,-2.8,-1
1638,13.5,3.9,2.7,0.9,0.4,0.066,-2.8,-0.1
1639,12.3,4.4,3.1,0.7,2.8,0.075,-2.6,-0.3
1640,8.5,3.3,1.9,0.3,2.7,0.104,-1.8,0.1
1641,29,16.5,8.3,1.6,28.1,0.159,1.5,7.4
1642,12.9,5.9,3.8,1.2,3,0.079,-2.4,-0.2
1643,19.6,4.5,1.3,0.7,4.4,0.053,-4,-2.1
1644,26.6,11.6,8.7,1.4,34.9,0.185,1.7,8.5
1645,26.8,10.4,4.1,1.4,17.6,0.105,0.1,4.3
1646,3.7,0.9,0.7,0.2,0.2,0.084,-4.3,-0.1
1647,15.8,5.6,3.9,0.7,0.4,0.038,-6.2,-0.5
1648,8.7,2.3,2.9,0.7,-0.2,-0.015,-6.2,-0.7
1649,30.4,15.6,6.2,2.2,14.2,0.066,-1,2.7
1650,11.7,4.6,4.3,0.5,7.4,0.181,0.2,1.1
1651,25.9,11.5,3.3,3.8,15.3,0.108,1.1,5.3
1652,27.3,9.9,5.7,2.1,15.7,0.094,-0.3,3.4
1653,18.2,8.5,1.8,1,2.5,0.031,-3.9,-1.9
1654,12.1,3.6,1.9,0.9,1.4,0.07,-2.1,0
1655,16.9,4.4,2.5,0.9,4.2,0.053,-3.9,-1.8
1656,15.7,6.7,2,2.6,1.2,0.035,-2.6,-0.3
1657,14.6,5.7,4.3,1,3.2,0.125,-1.7,0.1
1658,13.5,4.3,3.4,0.8,1.4,0.098,-1.3,0.1
1659,14.5,3.4,2.2,0.4,5.2,0.061,-3.4,-1.5
1660,12,3.7,3.1,1.2,4.9,0.121,0.2,1.1
1661,15.1,4.2,1.7,2,-0.4,-0.022,-5.4,-0.7
1662,19.4,7.3,2.6,1.1,0.8,0.01,-5.1,-3.1
1663,16.1,6.7,2.3,1.3,1,0.03,-3.1,-0.5
1664,20.1,10.2,5.7,1.3,11.6,0.163,1.5,3
1665,13.7,5.8,3.9,1.5,8.5,0.181,1.9,2.2
1666,19.9,7.5,2.5,1.5,3,0.034,-2.8,-0.9
1667,28.2,14.5,3,2,5.3,0.033,-3.8,-3.5
1668,16.8,5.4,3.3,1,6.5,0.071,-2.1,-0.1
1669,2.6,0.9,0.9,0.1,0,0.057,-1.1,0
1670,10.8,2.5,1.3,0.7,1.1,0.032,-3.1,-0.5
1671,7.2,2.3,1.3,0.5,0.8,0.075,-2.5,-0.1
1672,,,,,,,,
1673,25.2,10.5,2.3,3.7,18.5,0.125,0.3,4.2
1674,14.1,5.7,1.5,1.1,1.9,0.061,-3.2,-0.4
1675,13.6,5.5,1.5,2.3,1,0.075,-1.2,0.1
1676,11.3,4.1,1.9,0.6,0.3,0.055,-2.8,0
1677,5,1.4,0.6,0.6,0,0.017,-3.9,0
1678,8.8,3,1.5,0.6,0.2,0.098,-3.1,0
1679,,,,,,,,
1680,,,,,,,,
1681,16.3,4.2,3.6,0.5,0.3,0.03,-3.8,-0.2
1682,,,,,,,,
1683,30.7,16.3,10.5,1.6,24.6,0.163,1.1,5.7
1684,25.1,13.6,7.4,0.9,7.3,0.085,-2.1,-0.1
1685,33.8,26.4,8.5,8,29,0.156,6.8,19.8
1686,27.1,15.8,5.1,1.2,12.8,0.112,0,2.8
1687,33.6,25.3,3.9,9.1,26.3,0.134,3,11.9
1688,18.6,7.7,6.1,0.9,10.4,0.119,0.2,2.3
1689,27.6,12.2,8.9,2,13.6,0.116,-0.7,1.9
1690,32.9,20,3,3.3,5.4,0.036,-2.5,-0.9
1691,18.9,7.7,2.9,0.8,-0.3,-0.004,-4.7,-2.7
1692,31.3,11.3,3.9,2.1,24.6,0.122,1.1,7.5
1693,31.8,18.2,4.5,4.3,17.6,0.109,1.9,7.5
1694,29.1,13.4,5.6,2.3,16,0.091,-0.2,3.8
1695,14.2,4.5,1.8,1.2,-0.1,-0.003,-4.7,-1.1
1696,24.6,14.1,6.1,1.1,9.6,0.15,2.1,3.1
1697,18.5,6.4,3.8,1.6,4.9,0.058,-2,0
1698,11,3.7,1.2,0.9,0,0.011,-6.1,-0.1
1699,23.6,9,4.6,2.5,9.2,0.093,-0.2,2.2
1700,20.4,9.4,2.4,1.6,2,0.022,-3.2,-1.3
1701,29.6,11.4,3.5,3.2,9.4,0.056,-1.3,1.4
1702,20.6,6.4,2.9,1.1,5.3,0.051,-2.9,-1.2
1703,21.9,9.4,2.6,1.5,8.1,0.092,-0.7,1.4
1704,17.4,5.4,3.7,0.8,1.1,0.03,-3.9,-0.9
1705,18.2,7.3,1.8,2.4,4.7,0.051,-2.3,-0.4
1706,20.7,10.2,2.2,2,4,0.043,-2.2,-0.2
1707,15.1,7.5,3.5,1.1,5.9,0.096,-1.4,0.4
1708,23.3,9,1.8,1.6,10.6,0.083,-1.8,0.3
1709,19.9,7.2,6.6,1.4,18.4,0.255,5.3,6.3
1710,10.5,2.8,1.1,0.9,-0.6,-0.047,-7.4,-0.8
1711,10.7,4.3,1.9,0.9,0,0.003,-4.6,-0.4
1712,17.8,6.8,4.3,1,2.4,0.068,-1.5,0.2
1713,15.5,4.8,1.7,2.2,0.5,0.014,-4.1,-0.9
1714,14.1,4.4,1.7,1.4,4.5,0.069,-1.1,0.7
1715,24.7,11.9,3,3.7,17.3,0.121,0,3.5
1716,28,12.8,2.5,5,10.1,0.072,-0.4,2.7
1717,9.1,2.7,0.9,0.2,-0.4,-0.062,-10,-0.6
1718,23.8,8.4,7.5,0.6,24.8,0.218,2.3,6
1719,27.9,13.5,2.2,1.4,9.6,0.081,-0.9,1.6
1720,10.5,4.1,1,0.9,0.5,0.058,-2.7,-0.1
1721,13.1,3.1,2.2,0.8,1.7,0.044,-3.6,-0.7
1722,16.1,6,3.1,0.9,2.3,0.052,-2.8,-0.4
1723,18.9,5.4,6.2,1.1,9.1,0.14,-0.1,1.5
1724,23.4,7.6,4.3,2.1,12.7,0.097,-0.9,1.7
1725,,,,,,,,
1726,,,,,,,,
1727,18.9,8.4,3.9,1.1,4.9,0.06,-2.3,-0.3
1728,20.7,8.4,3.6,2.8,7.7,0.076,0.5,3.1
1729,17,6.6,1.8,1.4,2.5,0.033,-2.7,-0.7
1730,15,5.2,3,0.6,3.5,0.068,-2.4,-0.2
1731,14.1,6.1,3.6,0.8,2.1,0.05,-2.3,-0.2
1732,7.5,2.5,3,0.4,1.3,0.12,-2,0
1733,,,,,,,,
1734,8,1.5,1,0,0,-0.014,-6.4,0
1735,7.4,1.8,0.6,1.2,-0.2,-0.116,-6.7,-0.1
1736,20.9,9.7,2.3,2.6,6.9,0.09,-1.8,0.2
1737,2.5,0,0,0,0,-0.217,-21.8,0
1738,10.4,3.6,3.3,0.3,0.1,0.024,-6.2,-0.2
1739,5.2,1.7,1.2,0.5,-0.1,-0.085,-5.1,0
1740,3.3,1.6,0.4,0.5,0.1,0.162,1.2,0
1741,5,0.2,1.2,0,-0.1,-0.225,-17.1,-0.1
1742,4,1,1,0.1,-0.2,-0.098,-9.9,-0.2
1743,31.7,25.7,7,3.2,10.6,0.189,4.9,4.7
1744,32.2,21.2,4.5,7.1,13.7,0.109,1.9,5.9
1745,33.5,17.5,5.6,2.9,5.9,0.042,-2.2,-0.3
1746,30.7,13.2,4.1,1.6,2.9,0.033,-3.5,-1.6
1747,33.4,17.4,2.6,6.3,6.2,0.05,-1.2,1.1
1748,17.5,6.6,2.7,1.2,-0.1,-0.002,-4.6,-1.5
1749,28.2,13.7,3.6,3.5,5.6,0.049,-2.5,-0.6
1750,17.7,8.1,4.3,0.7,12.5,0.174,0.2,1.9
1751,28.5,13,5.2,1.5,5.3,0.061,-2.8,-0.8
1752,24.9,10.5,3.2,1.3,1,0.015,-3.1,-0.9
1753,24.2,10.4,3.6,1.4,10.9,0.118,1.1,3.5
1754,29.3,11.8,5.7,2.3,8,0.07,-0.9,1.6
1755,30.3,16.7,4.7,3.2,7,0.064,-0.6,1.9
1756,14.5,3.6,1.9,0.5,1.5,0.052,-2.9,-0.3
1757,17.1,5.6,2.8,0.7,-0.4,-0.013,-6.5,-1.8
1758,25.1,8.3,4.6,1.9,3.5,0.058,-0.7,1
1759,19.4,9.3,2.6,2.2,0.6,0.009,-2.7,-0.5
1760,11.8,5,2.9,0.8,4,0.109,-1.2,0.4
1761,9.9,3.8,2.2,0.6,0.1,0.015,-4.8,-0.3
1762,21.8,4.8,1.9,1.1,8.8,0.099,1.1,3.3
1763,21.9,10.9,5.6,1.4,15.4,0.187,2.9,4.9
1764,19.4,5.4,3,1,7.7,0.091,-1.9,0.1
1765,25.8,10,5.8,1.3,1.8,0.018,-2.7,-0.8
1766,17.1,7.1,1.9,2.4,1.8,0.046,-1.9,0
1767,16.7,5.8,3.4,0.7,3.4,0.071,-2.3,-0.2
1768,12,3.3,2.4,0.8,1.3,0.063,-1.7,0.1
1769,6.7,2.7,1.4,0.4,0.4,0.054,-3.1,-0.1
1770,24.7,13.7,2.6,2.9,6.7,0.071,-1.5,0.6
1771,29,14.4,5.8,1.8,9.3,0.095,-0.8,1.4
1772,28.5,13.7,3.9,4.7,1.1,0.014,-2.7,-0.7
1773,18.7,7.3,5,0.9,5.8,0.159,0.3,1
1774,11.4,2.8,1.8,0.5,0.7,0.047,-5.3,-0.6
1775,9.8,3.7,1.1,0.7,0.3,0.019,-5.1,-0.5
1776,9.2,3.2,2.8,0.6,1.2,0.052,-4.1,-0.6
1777,15.4,3.6,1.7,0.7,-0.1,-0.034,-8.1,-0.3
1778,21.2,5.8,3.5,2.1,6,0.079,-1.2,0.7
1779,7,1.9,1.5,0.3,-0.1,-0.032,-5.9,-0.2
1780,16.8,7.6,4.4,0.7,11.3,0.19,1.1,2.3
1781,7.7,3,1.5,0.6,0.3,0.056,-3.3,-0.1
1782,7.5,3.2,0.9,0.6,0.3,0.024,-3.1,-0.2
1783,19.5,9.8,3.2,1.4,5,0.078,-2.2,-0.1
1784,11.8,3.5,1.9,0.6,0.4,0.023,-5.5,-0.7
